Transaction_ID,Date,Time,Amount_INR,User_ID,Sender_UPI_ID,Receiver_UPI_ID,Payment_App,Sender_Bank,Receiver_Bank,Merchant_Category,Transaction_Type,Payment_Status,City,Device_Type,User_Age_Group
TXN0000030,2025-07-01,23:25:51,543.94,USR02547,user966@phonep,merchant560@ybl,PhonePe,Bank of Baroda,Punjab National Bank,Recharge,P2M,Success,Varanasi,Android,26-35
TXN0000031,2025-07-01,23:26:15,1012.39,USR02423,user3469@phonep,merchant364@okicici,PhonePe,ICICI Bank,Kotak Mahindra Bank,Grocery,P2M,Success,Bengaluru,Android,36-45
TXN0000032,2025-07-02,03:58:51,585.76,USR01598,user3883@bhim,merchant709@okaxis,BHIM,HDFC Bank,ICICI Bank,Recharge,P2M,Success,Lucknow,iOS,26-35
TXN0000033,2025-07-02,04:33:35,1049.0,USR02804,user1797@paytm,merchant709@okaxis,Paytm,Punjab National Bank,SBI,Entertainment,P2M,Success,Chennai,iOS,36-45
TXN0000034,2025-07-02,07:36:33,676.69,USR02849,user3234@google,merchant121@oksbi,Google Pay,Kotak Mahindra Bank,HDFC Bank,Fuel,P2M,Success,Madurai,Android,26-35
TXN0000035,2025-07-02,08:01:37,1536.56,USR03960,user3589@phonep,merchant1373@okicici,PhonePe,Union Bank of India,SBI,Fuel,P2M,Success,Ahmedabad,Android,18-25
TXN0000036,2025-07-02,09:28:57,3199.48,USR00520,user2055@whatsa,merchant1227@oksbi,WhatsApp Pay,HDFC Bank,Kotak Mahindra Bank,Utilities & Bill Payments,P2M,Success,Madurai,iOS,26-35
TXN0000037,2025-07-02,10:22:53,1641.15,USR00598,user1239@paytm,merchant509@paytm,Paytm,Canara Bank,Union Bank of India,Entertainment,P2M,Success,Hyderabad,Android,36-45
TXN0000038,2025-07-02,10:24:33,8000.0,USR02468,user3325@google,merchant429@ybl,Google Pay,SBI,Kotak Mahindra Bank,Travel & Transport,P2M,Success,Kolkata,Android,36-45
TXN0000039,2025-07-02,10:31:24,1642.19,USR01576,user1866@phonep,merchant834@ybl,PhonePe,HDFC Bank,SBI,Healthcare,P2M,Success,Delhi,Android,46-55
TXN0000040,2025-07-02,10:47:05,844.65,USR01494,user2031@phonep,merchant1205@okaxis,PhonePe,Bank of Baroda,Axis Bank,Grocery,P2M,Success,Lucknow,Android,26-35
TXN0000041,2025-07-02,10:48:40,1073.98,USR01171,user3462@phonep,merchant947@ybl,PhonePe,Kotak Mahindra Bank,ICICI Bank,Fuel,P2M,Success,Chandigarh,Android,26-35
TXN0000042,2025-07-02,11:59:17,818.14,USR03200,user1164@phonep,merchant1447@okicici,PhonePe,Axis Bank,IDFC First Bank,Grocery,P2M,Success,Coimbatore,Android,46-55
TXN0000043,2025-07-02,13:31:55,13681.63,USR01645,user2731@phonep,user1179@phonep,PhonePe,Bank of Baroda,Axis Bank,P2P Transfer,P2P,Success,Pune,Android,26-35
TXN0000044,2025-07-02,14:25:29,2757.97,USR01891,user3643@google,merchant732@okicici,Google Pay,Punjab National Bank,Bank of Baroda,Healthcare,P2M,Success,Chennai,iOS,36-45
TXN0000045,2025-07-02,14:38:50,7759.81,USR02416,user2377@phonep,merchant1019@paytm,PhonePe,IDFC First Bank,SBI,Shopping,P2M,Success,Visakhapatnam,Android,36-45
TXN0000046,2025-07-02,15:25:20,1943.75,USR01068,user1786@google,merchant604@okaxis,Google Pay,Union Bank of India,ICICI Bank,Utilities & Bill Payments,P2M,Success,Chennai,Android,26-35
TXN0000047,2025-07-02,17:28:55,6348.04,USR01121,user1307@paytm,user1271@paytm,Paytm,Axis Bank,ICICI Bank,P2P Transfer,P2P,Success,Coimbatore,iOS,46-55
TXN0000048,2025-07-02,18:47:08,979.01,USR01558,user498@google,merchant1329@okicici,Google Pay,Punjab National Bank,Union Bank of India,Fuel,P2M,Success,Mumbai,Android,36-45
TXN0000049,2025-07-02,19:19:20,2119.7,USR01295,user622@google,merchant1097@ybl,Google Pay,Union Bank of India,HDFC Bank,Shopping,P2M,Success,Delhi,Android,36-45
TXN0000050,2025-07-02,19:22:36,1970.46,USR02327,user2960@bhim,merchant853@oksbi,BHIM,Bank of Baroda,Union Bank of India,Food & Dining,P2M,Success,Delhi,Android,18-25
TXN0000051,2025-07-02,19:38:59,2493.72,USR02499,user1278@google,merchant1119@okicici,Google Pay,Union Bank of India,IDFC First Bank,Healthcare,P2M,Success,Kolkata,Android,18-25
TXN0000052,2025-07-02,19:55:44,486.04,USR03407,user3291@bhim,merchant900@okaxis,BHIM,Union Bank of India,Bank of Baroda,Food & Dining,P2M,Success,Bhopal,Android,26-35
TXN0000053,2025-07-02,20:26:35,660.24,USR02566,user2816@amazon,merchant948@paytm,Amazon Pay,Kotak Mahindra Bank,Bank of Baroda,Food & Dining,P2M,Success,Hyderabad,Android,56+
TXN0000054,2025-07-02,20:29:20,2000.0,USR02927,user1001@google,merchant1088@oksbi,Google Pay,Union Bank of India,ICICI Bank,Food & Dining,P2M,Success,Ahmedabad,Android,26-35
TXN0000055,2025-07-02,20:40:05,3780.88,USR02981,user1592@phonep,user88@phonep,PhonePe,HDFC Bank,Canara Bank,P2P Transfer,P2P,Success,Ranchi,Android,26-35
TXN0000056,2025-07-02,20:49:51,579.05,USR01751,user1340@phonep,merchant98@okaxis,PhonePe,Canara Bank,SBI,Food & Dining,P2M,Success,Patna,iOS,46-55
TXN0000057,2025-07-02,21:25:43,999.59,USR02789,user3064@google,merchant1473@oksbi,Google Pay,Axis Bank,Punjab National Bank,Entertainment,P2M,Success,Mumbai,Android,26-35
TXN0000058,2025-07-02,21:52:53,5327.46,USR00187,user3439@phonep,merchant552@okaxis,PhonePe,Kotak Mahindra Bank,Bank of Baroda,Travel & Transport,P2M,Success,Ranchi,Android,36-45
TXN0000059,2025-07-02,21:55:32,9038.36,USR01992,user1187@amazon,user339@amazon,Amazon Pay,SBI,IDFC First Bank,P2P Transfer,P2P,Success,Jaipur,iOS,18-25
TXN0000060,2025-07-02,21:58:03,2878.97,USR03869,user2966@google,merchant1152@okicici,Google Pay,ICICI Bank,Kotak Mahindra Bank,Grocery,P2M,Failed,Hyderabad,Android,26-35
TXN0000061,2025-07-02,22:24:03,1826.97,USR03016,user3753@google,merchant596@oksbi,Google Pay,Canara Bank,ICICI Bank,Utilities & Bill Payments,P2M,Success,Lucknow,iOS,26-35
TXN0000062,2025-07-02,22:36:09,3000.0,USR01294,user2668@google,merchant790@okaxis,Google Pay,IDFC First Bank,ICICI Bank,Grocery,P2M,Success,Coimbatore,iOS,26-35
TXN0000063,2025-07-02,22:49:17,1164.26,USR00325,user500@phonep,merchant885@okicici,PhonePe,Union Bank of India,IDFC First Bank,Healthcare,P2M,Success,Kolkata,Android,26-35
TXN0000064,2025-07-02,22:50:48,8834.06,USR02060,user1215@google,user1424@google,Google Pay,SBI,IDFC First Bank,P2P Transfer,P2P,Success,Coimbatore,Android,18-25
TXN0000065,2025-07-03,08:49:09,4298.95,USR02468,user1638@phonep,merchant1088@okicici,PhonePe,ICICI Bank,HDFC Bank,Utilities & Bill Payments,P2M,Success,Hyderabad,Android,26-35
TXN0000066,2025-07-03,09:07:58,5000.0,USR02157,user3583@google,merchant815@okicici,Google Pay,Bank of Baroda,Union Bank of India,Utilities & Bill Payments,P2M,Success,Hyderabad,Android,26-35
TXN0000067,2025-07-03,09:09:18,263.04,USR02525,user2165@bhim,merchant1231@paytm,BHIM,Axis Bank,IDFC First Bank,Food & Dining,P2M,Success,Mumbai,Android,46-55
TXN0000068,2025-07-03,09:09:50,238.06,USR03795,user325@google,merchant992@oksbi,Google Pay,SBI,Kotak Mahindra Bank,Food & Dining,P2M,Success,Delhi,iOS,36-45
TXN0000069,2025-07-03,09:18:43,604.5,USR01918,user2268@amazon,merchant138@ybl,Amazon Pay,Punjab National Bank,Punjab National Bank,Food & Dining,P2M,Success,Jaipur,Android,18-25
TXN0000070,2025-07-03,09:24:34,2830.89,USR01798,user2541@google,merchant1005@ybl,Google Pay,Axis Bank,IDFC First Bank,Shopping,P2M,Success,Bengaluru,iOS,18-25
TXN0000071,2025-07-03,09:34:14,10981.86,USR03895,user507@google,merchant916@okaxis,Google Pay,Kotak Mahindra Bank,ICICI Bank,Education,P2M,Success,Delhi,iOS,18-25
TXN0000072,2025-07-03,09:43:45,643.36,USR01544,user2116@bhim,merchant1113@oksbi,BHIM,SBI,IDFC First Bank,Food & Dining,P2M,Failed,Mumbai,Android,18-25
TXN0000073,2025-07-03,09:46:11,3655.35,USR01936,user2571@google,merchant223@okaxis,Google Pay,SBI,Kotak Mahindra Bank,Travel & Transport,P2M,Success,Visakhapatnam,Android,18-25
TXN0000074,2025-07-03,09:55:15,14543.99,USR03830,user1805@amazon,merchant287@okicici,Amazon Pay,Kotak Mahindra Bank,IDFC First Bank,Education,P2M,Success,Mumbai,Android,26-35
TXN0000075,2025-07-03,10:04:42,2610.7,USR00546,user638@google,merchant1310@oksbi,Google Pay,Punjab National Bank,SBI,Utilities & Bill Payments,P2M,Success,Chennai,Android,36-45
TXN0000076,2025-07-03,10:18:37,2050.28,USR00925,user2836@google,merchant1247@ybl,Google Pay,IDFC First Bank,Union Bank of India,Shopping,P2M,Success,Kochi,Android,18-25
TXN0000077,2025-07-03,10:30:04,830.1,USR03684,user404@phonep,merchant236@ybl,PhonePe,Canara Bank,Kotak Mahindra Bank,Food & Dining,P2M,Failed,Hyderabad,iOS,26-35
TXN0000078,2025-07-03,10:40:30,15556.32,USR01385,user2439@paytm,user1944@paytm,Paytm,Bank of Baroda,Axis Bank,P2P Transfer,P2P,Success,Coimbatore,iOS,18-25
TXN0000079,2025-07-03,10:46:10,50000.0,USR02975,user3627@phonep,merchant682@paytm,PhonePe,SBI,Union Bank of India,Education,P2M,Success,Visakhapatnam,Android,26-35
TXN0000080,2025-07-03,11:23:08,15000.0,USR03988,user559@whatsa,merchant1069@ybl,WhatsApp Pay,ICICI Bank,SBI,Shopping,P2M,Success,Indore,Android,26-35
TXN0000081,2025-07-03,12:32:37,12611.25,USR03390,user1154@paytm,merchant1238@okaxis,Paytm,Kotak Mahindra Bank,Union Bank of India,Education,P2M,Failed,Pune,iOS,18-25
TXN0000082,2025-07-03,13:01:22,2993.49,USR02153,user3097@paytm,merchant494@okicici,Paytm,Union Bank of India,Punjab National Bank,Utilities & Bill Payments,P2M,Success,Coimbatore,Android,26-35
TXN0000083,2025-07-03,13:30:40,5624.85,USR00967,user2852@google,merchant1422@okicici,Google Pay,SBI,Union Bank of India,Healthcare,P2M,Success,Nagpur,Android,18-25
TXN0000084,2025-07-03,14:07:08,7531.83,USR02607,user2491@phonep,merchant99@ybl,PhonePe,HDFC Bank,Union Bank of India,Education,P2M,Success,Visakhapatnam,iOS,46-55
TXN0000085,2025-07-03,14:35:03,464.87,USR01437,user936@paytm,merchant1270@okaxis,Paytm,Union Bank of India,ICICI Bank,Entertainment,P2M,Success,Patna,iOS,46-55
TXN0000086,2025-07-03,17:36:22,5074.59,USR01360,user361@phonep,user2302@phonep,PhonePe,Axis Bank,IDFC First Bank,P2P Transfer,P2P,Success,Bhopal,Android,18-25
TXN0000087,2025-07-03,18:23:23,11238.08,USR01034,user2226@phonep,user719@phonep,PhonePe,ICICI Bank,Bank of Baroda,P2P Transfer,P2P,Success,Ranchi,Android,36-45
TXN0000088,2025-07-03,19:05:00,10816.57,USR02208,user488@phonep,user3680@phonep,PhonePe,HDFC Bank,Bank of Baroda,P2P Transfer,P2P,Success,Jaipur,iOS,36-45
TXN0000089,2025-07-03,19:07:58,1673.36,USR02795,user149@paytm,merchant1401@ybl,Paytm,SBI,Punjab National Bank,Travel & Transport,P2M,Success,Chandigarh,Android,46-55
TXN0000090,2025-07-03,19:24:36,16582.23,USR02336,user1975@whatsa,merchant688@paytm,WhatsApp Pay,Punjab National Bank,Bank of Baroda,Education,P2M,Failed,Visakhapatnam,Android,26-35
TXN0000091,2025-07-03,19:40:56,3451.38,USR03512,user3321@phonep,user716@phonep,PhonePe,Canara Bank,SBI,P2P Transfer,P2P,Success,Kolkata,Android,18-25
TXN0000092,2025-07-03,20:12:51,10956.35,USR00216,user322@bhim,user1790@bhim,BHIM,HDFC Bank,Kotak Mahindra Bank,P2P Transfer,P2P,Success,Kolkata,Android,26-35
TXN0000093,2025-07-03,20:34:14,295.38,USR02825,user48@amazon,merchant958@okicici,Amazon Pay,HDFC Bank,IDFC First Bank,Recharge,P2M,Success,Coimbatore,Android,46-55
TXN0000094,2025-07-03,21:04:34,4844.6,USR02516,user530@google,merchant408@oksbi,Google Pay,Canara Bank,Bank of Baroda,Shopping,P2M,Success,Visakhapatnam,Android,26-35
TXN0000095,2025-07-03,21:18:03,5242.81,USR01139,user256@google,merchant406@ybl,Google Pay,ICICI Bank,Punjab National Bank,Travel & Transport,P2M,Success,Hyderabad,Android,36-45
TXN0000096,2025-07-03,21:42:17,12540.31,USR00938,user1578@phonep,user693@phonep,PhonePe,Kotak Mahindra Bank,Axis Bank,P2P Transfer,P2P,Failed,Nagpur,Android,26-35
TXN0000097,2025-07-03,22:26:29,3207.93,USR02261,user1741@phonep,merchant154@okicici,PhonePe,SBI,HDFC Bank,Healthcare,P2M,Success,Hyderabad,Android,46-55
TXN0000098,2025-07-03,22:41:56,10331.87,USR03191,user716@phonep,merchant54@ybl,PhonePe,ICICI Bank,Bank of Baroda,Shopping,P2M,Success,Kolkata,Android,26-35
TXN0000099,2025-07-03,22:55:00,22988.74,USR01012,user3938@paytm,merchant404@okicici,Paytm,Kotak Mahindra Bank,ICICI Bank,Education,P2M,Success,Pune,Android,36-45
TXN0000100,2025-07-03,23:39:37,3560.17,USR03074,user1733@paytm,user1361@paytm,Paytm,Kotak Mahindra Bank,Canara Bank,P2P Transfer,P2P,Success,Nagpur,iOS,26-35
TXN0000101,2025-07-04,00:13:25,14203.48,USR03012,user1495@google,user323@google,Google Pay,Canara Bank,Canara Bank,P2P Transfer,P2P,Success,Kochi,Android,36-45
TXN0000102,2025-07-04,01:59:03,1519.51,USR02480,user2966@phonep,merchant91@oksbi,PhonePe,Canara Bank,Canara Bank,Food & Dining,P2M,Success,Hyderabad,Android,26-35
TXN0000103,2025-07-04,09:34:03,9343.47,USR01883,user1954@google,merchant922@ybl,Google Pay,Kotak Mahindra Bank,Canara Bank,Shopping,P2M,Success,Nashik,Android,26-35
TXN0000104,2025-07-04,09:59:38,1524.05,USR02987,user3473@amazon,merchant671@okaxis,Amazon Pay,Union Bank of India,Kotak Mahindra Bank,Entertainment,P2M,Failed,Pune,Android,36-45
TXN0000105,2025-07-04,10:58:11,9425.76,USR01784,user517@paytm,user944@paytm,Paytm,Kotak Mahindra Bank,Punjab National Bank,P2P Transfer,P2P,Success,Hyderabad,Android,18-25
TXN0000106,2025-07-04,11:41:38,2616.3,USR02478,user3660@google,merchant993@okaxis,Google Pay,HDFC Bank,Bank of Baroda,Grocery,P2M,Success,Kolkata,Android,26-35
TXN0000107,2025-07-04,12:56:43,807.53,USR03968,user3605@google,merchant959@okicici,Google Pay,ICICI Bank,Bank of Baroda,Grocery,P2M,Success,Kolkata,iOS,26-35
TXN0000108,2025-07-04,13:07:15,1291.15,USR03520,user1696@whatsa,merchant323@okaxis,WhatsApp Pay,ICICI Bank,Union Bank of India,Food & Dining,P2M,Success,Guwahati,Android,18-25
TXN0000109,2025-07-04,13:12:05,3276.86,USR03250,user2762@paytm,user2217@paytm,Paytm,Bank of Baroda,ICICI Bank,P2P Transfer,P2P,Success,Hyderabad,Android,36-45
TXN0000110,2025-07-04,13:48:18,3931.04,USR00416,user876@google,merchant810@oksbi,Google Pay,IDFC First Bank,SBI,Healthcare,P2M,Success,Hyderabad,Android,26-35
TXN0000111,2025-07-04,14:00:24,990.45,USR00040,user3580@phonep,merchant363@ybl,PhonePe,Punjab National Bank,Punjab National Bank,Grocery,P2M,Failed,Mumbai,Android,18-25
TXN0000112,2025-07-04,14:36:51,728.58,USR00887,user1401@google,merchant197@paytm,Google Pay,SBI,IDFC First Bank,Entertainment,P2M,Success,Bengaluru,Android,26-35
TXN0000113,2025-07-04,18:35:19,1695.51,USR03066,user3179@paytm,merchant184@okaxis,Paytm,Axis Bank,SBI,Grocery,P2M,Success,Mumbai,Android,26-35
TXN0000114,2025-07-04,18:59:17,2159.54,USR01232,user3711@phonep,merchant1206@ybl,PhonePe,Axis Bank,HDFC Bank,Grocery,P2M,Success,Bengaluru,Android,26-35
TXN0000115,2025-07-04,19:36:38,5900.58,USR00704,user2617@phonep,merchant482@ybl,PhonePe,HDFC Bank,ICICI Bank,Healthcare,P2M,Success,Jaipur,Android,18-25
TXN0000116,2025-07-04,20:01:48,2155.52,USR01349,user1998@google,merchant718@okicici,Google Pay,Punjab National Bank,Union Bank of India,Entertainment,P2M,Success,Indore,Android,26-35
TXN0000117,2025-07-04,20:27:43,2069.2,USR02046,user3081@phonep,merchant682@okaxis,PhonePe,IDFC First Bank,Union Bank of India,Utilities & Bill Payments,P2M,Success,Chandigarh,Android,18-25
TXN0000118,2025-07-04,20:32:15,2000.0,USR03479,user1584@phonep,merchant1486@ybl,PhonePe,HDFC Bank,IDFC First Bank,Food & Dining,P2M,Success,Chennai,Android,26-35
TXN0000119,2025-07-04,20:36:43,2875.29,USR00881,user1454@google,merchant972@paytm,Google Pay,Union Bank of India,IDFC First Bank,Travel & Transport,P2M,Success,Chennai,iOS,46-55
TXN0000120,2025-07-04,21:10:51,1981.88,USR01996,user2998@paytm,merchant630@ybl,Paytm,Canara Bank,Kotak Mahindra Bank,Shopping,P2M,Success,Hyderabad,Android,46-55
TXN0000121,2025-07-04,21:42:43,4000.0,USR02372,user1699@google,merchant261@ybl,Google Pay,IDFC First Bank,HDFC Bank,Fuel,P2M,Success,Kochi,Android,36-45
TXN0000122,2025-07-04,21:46:37,4329.5,USR03279,user2258@phonep,merchant1139@okaxis,PhonePe,Punjab National Bank,ICICI Bank,Travel & Transport,P2M,Failed,Indore,Android,46-55
TXN0000123,2025-07-04,21:54:14,14387.44,USR00791,user1143@paytm,merchant959@oksbi,Paytm,Bank of Baroda,ICICI Bank,Education,P2M,Success,Ahmedabad,Android,26-35
TXN0000124,2025-07-04,23:35:33,2020.17,USR00071,user2970@phonep,merchant869@okaxis,PhonePe,IDFC First Bank,Union Bank of India,Shopping,P2M,Success,Bhopal,iOS,18-25
TXN0000125,2025-07-05,03:03:44,3075.15,USR02658,user49@paytm,merchant363@okicici,Paytm,Kotak Mahindra Bank,SBI,Fuel,P2M,Success,Kolkata,Android,36-45
TXN0000126,2025-07-05,06:16:48,4000.0,USR03585,user1248@google,merchant17@okicici,Google Pay,Punjab National Bank,Bank of Baroda,Fuel,P2M,Success,Kochi,Android,26-35
TXN0000127,2025-07-05,09:23:13,445.31,USR01407,user1194@phonep,merchant552@okicici,PhonePe,Axis Bank,Canara Bank,Food & Dining,P2M,Success,Pune,iOS,26-35
TXN0000128,2025-07-05,09:42:56,187.59,USR02741,user120@bhim,merchant207@paytm,BHIM,SBI,Canara Bank,Food & Dining,P2M,Success,Ahmedabad,iOS,26-35
TXN0000129,2025-07-05,09:50:22,1872.84,USR00477,user25@bhim,merchant431@okicici,BHIM,Canara Bank,SBI,Grocery,P2M,Pending,Nagpur,Android,56+
TXN0000130,2025-07-05,09:53:55,1991.81,USR00490,user1157@phonep,merchant426@oksbi,PhonePe,Axis Bank,Axis Bank,Grocery,P2M,Success,Bengaluru,iOS,26-35
TXN0000131,2025-07-05,09:58:39,5819.45,USR03211,user381@phonep,merchant450@okaxis,PhonePe,Bank of Baroda,Punjab National Bank,Shopping,P2M,Success,Kolkata,Android,56+
TXN0000132,2025-07-05,10:09:14,2148.61,USR00249,user2229@google,merchant1499@okicici,Google Pay,Axis Bank,HDFC Bank,Healthcare,P2M,Success,Chennai,Android,26-35
TXN0000133,2025-07-05,10:10:08,1389.49,USR03222,user3725@amazon,merchant510@paytm,Amazon Pay,Kotak Mahindra Bank,Canara Bank,Fuel,P2M,Success,Lucknow,Android,36-45
TXN0000134,2025-07-05,10:21:10,3708.11,USR02009,user3228@phonep,merchant201@okaxis,PhonePe,Punjab National Bank,SBI,Shopping,P2M,Success,Bengaluru,Android,26-35
TXN0000135,2025-07-05,10:41:28,9085.58,USR03154,user991@google,user557@google,Google Pay,Union Bank of India,SBI,P2P Transfer,P2P,Success,Pune,Android,18-25
TXN0000136,2025-07-05,10:50:34,3751.03,USR03187,user3098@google,user3631@google,Google Pay,IDFC First Bank,Punjab National Bank,P2P Transfer,P2P,Success,Kochi,Android,26-35
TXN0000137,2025-07-05,13:28:01,2895.12,USR03439,user577@google,merchant166@okaxis,Google Pay,IDFC First Bank,Punjab National Bank,Fuel,P2M,Success,Bengaluru,Android,18-25
TXN0000138,2025-07-05,13:50:22,2149.38,USR02028,user3719@bhim,merchant695@ybl,BHIM,Punjab National Bank,Canara Bank,Travel & Transport,P2M,Success,Mumbai,Android,26-35
TXN0000139,2025-07-05,14:23:45,1040.29,USR03183,user1710@google,merchant517@okaxis,Google Pay,IDFC First Bank,SBI,Grocery,P2M,Success,Lucknow,Android,26-35
TXN0000140,2025-07-05,14:50:42,12664.02,USR02602,user3379@phonep,user3539@phonep,PhonePe,Punjab National Bank,ICICI Bank,P2P Transfer,P2P,Success,Pune,Android,26-35
TXN0000141,2025-07-05,15:21:34,2551.27,USR02612,user1704@whatsa,merchant192@paytm,WhatsApp Pay,Canara Bank,Punjab National Bank,Fuel,P2M,Success,Coimbatore,Android,46-55
TXN0000142,2025-07-05,18:42:29,1802.82,USR03644,user2208@google,merchant247@okaxis,Google Pay,Union Bank of India,IDFC First Bank,Grocery,P2M,Success,Chandigarh,Android,36-45
TXN0000143,2025-07-05,19:08:31,702.06,USR02177,user956@whatsa,merchant671@okicici,WhatsApp Pay,HDFC Bank,Axis Bank,Entertainment,P2M,Success,Hyderabad,Android,18-25
TXN0000144,2025-07-05,19:09:39,3223.55,USR01018,user3141@phonep,user3655@phonep,PhonePe,Canara Bank,SBI,P2P Transfer,P2P,Success,Delhi,Android,56+
